service,action,description,access_level,resource_types,condition_keys,dependent_actions,service_action_combined
rds,DescribeDBClusters,Grants permission to return information about provisioned Aurora DB clusters,List,cluster*,,,rds:DescribeDBClusters
rds,DescribeDBEngineVersions,Grants permission to return a list of the available DB engines,List,,,,rds:DescribeDBEngineVersions
rds,DescribeDBInstanceAutomatedBackups,Grants permission to return a list of automated backups for both current and deleted instances,List,db,,,rds:DescribeDBInstanceAutomatedBackups
rds,DescribeDBInstances,Grants permission to return information about provisioned RDS instances,List,db*,,,rds:DescribeDBInstances
rds,DescribeDBLogFiles,Grants permission to return a list of DB log files for the DB instance,List,db*,,,rds:DescribeDBLogFiles
rds,DescribeDBParameterGroups,Grants permission to return a list of DBParameterGroup descriptions,List,pg*,,,rds:DescribeDBParameterGroups
rds,DescribeDBParameters,Grants permission to return the detailed parameter list for a particular DB parameter group,List,pg*,,,rds:DescribeDBParameters
rds,DescribeDBProxies,Grants permission to view proxies,List,proxy*,,,rds:DescribeDBProxies
rds,DescribeDBProxyEndpoints,Grants permission to view proxy endpoints,List,proxy*,,,rds:DescribeDBProxyEndpoints
rds,DescribeDBProxyTargetGroups,Grants permission to view database proxy target group details,List,proxy*,,,rds:DescribeDBProxyTargetGroups
rds,DescribeDBProxyTargets,Grants permission to view database proxy target details,List,cluster*,,,rds:DescribeDBProxyTargets
rds,DescribeDBSecurityGroups,Grants permission to return a list of DBSecurityGroup descriptions,List,secgrp*,,,rds:DescribeDBSecurityGroups
rds,DescribeDBSnapshotAttributes,Grants permission to return a list of DB snapshot attribute names and values for a manual DB snapshot,List,snapshot*,,,rds:DescribeDBSnapshotAttributes
rds,DescribeDBSnapshots,Grants permission to return information about DB snapshots,List,snapshot*,,,rds:DescribeDBSnapshots
rds,DescribeDBSubnetGroups,Grants permission to return a list of DBSubnetGroup descriptions,List,subgrp*,,,rds:DescribeDBSubnetGroups
rds,DescribeEngineDefaultClusterParameters,Grants permission to return the default engine and system parameter information for the cluster database engine,List,,,,rds:DescribeEngineDefaultClusterParameters
rds,DescribeEngineDefaultParameters,Grants permission to return the default engine and system parameter information for the specified database engine,List,,,,rds:DescribeEngineDefaultParameters
rds,DescribeEventCategories,"Grants permission to display a list of categories for all event source types, or, if specified, for a specified source type",List,,,,rds:DescribeEventCategories
rds,DescribeEventSubscriptions,Grants permission to list all the subscription descriptions for a customer account,List,es*,,,rds:DescribeEventSubscriptions
rds,DescribeEvents,"Grants permission to return events related to DB instances, DB security groups, DB snapshots, and DB parameter groups for the past 14 days",List,,,,rds:DescribeEvents
rds,DescribeExportTasks,Grants permission to return information about the export tasks,List,,,,rds:DescribeExportTasks
rds,DescribeGlobalClusters,Grants permission to return information about Aurora global database clusters,List,global-cluster*,,,rds:DescribeGlobalClusters
rds,DescribeOptionGroupOptions,Grants permission to describe all available options,List,og*,,,rds:DescribeOptionGroupOptions
rds,DescribeOptionGroups,Grants permission to describe the available option groups,List,og*,,,rds:DescribeOptionGroups
rds,DescribeOrderableDBInstanceOptions,Grants permission to return a list of orderable DB instance options for the specified engine,List,,,,rds:DescribeOrderableDBInstanceOptions
rds,DescribePendingMaintenanceActions,"Grants permission to return a list of resources (for example, DB instances) that have at least one pending maintenance action",List,cluster,,,rds:DescribePendingMaintenanceActions
rds,DescribeRecommendationGroups,Grants permission to return information about recommendation groups,Read,,,,rds:DescribeRecommendationGroups
rds,DescribeRecommendations,Grants permission to return information about recommendations,Read,,,,rds:DescribeRecommendations
rds,DescribeReservedDBInstances,"Grants permission to return information about reserved DB instances for this account, or about a specified reserved DB instance",List,ri*,,,rds:DescribeReservedDBInstances
rds,DescribeReservedDBInstancesOfferings,Grants permission to list available reserved DB instance offerings,List,,,,rds:DescribeReservedDBInstancesOfferings
rds,DescribeSourceRegions,Grants permission to return a list of the source AWS Regions where the current AWS Region can create a Read Replica or copy a DB snapshot from,List,,,,rds:DescribeSourceRegions
rds,DescribeValidDBInstanceModifications,Grants permission to list available modifications you can make to your DB instance,List,db*,,,rds:DescribeValidDBInstanceModifications
rds,DownloadCompleteDBLogFile,Grants permission to download specified log file,Read,db*,,,rds:DownloadCompleteDBLogFile
rds,DownloadDBLogFilePortion,"Grants permission to download all or a portion of the specified log file, up to 1 MB in size",Read,db*,,,rds:DownloadDBLogFilePortion
rds,FailoverDBCluster,Grants permission to force a failover for a DB cluster,Write,cluster*,,,rds:FailoverDBCluster
rds,FailoverGlobalCluster,Grants permission to failover a global cluster,Write,cluster*,,,rds:FailoverGlobalCluster
rds,ListTagsForResource,Grants permission to list all tags on an Amazon RDS resource,Read,cev,,,rds:ListTagsForResource
rds,ModifyActivityStream,Grants permission to modify a database activity stream,Write,db*,,,rds:ModifyActivityStream
rds,ModifyCertificates,Grants permission to modify the system-default Secure Sockets Layer/Transport Layer Security (SSL/TLS) certificate for Amazon RDS for new DB instances,Write,,,,rds:ModifyCertificates
rds,ModifyCurrentDBClusterCapacity,Grants permission to modify current cluster capacity for an Amazon Aurora Severless DB cluster,Write,cluster*,,,rds:ModifyCurrentDBClusterCapacity
rds,ModifyCustomDBEngineVersion,Grants permission to modify an existing custom engine version,Write,cev*,,,rds:ModifyCustomDBEngineVersion
rds,ModifyDBCluster,Grants permission to modify a setting for an Amazon Aurora DB cluster,Write,cluster*,,iam:PassRole                                                            kms:CreateGrant                                                            kms:Decrypt                                                            kms:DescribeKey                                                            kms:GenerateDataKey                                                            rds:ModifyDBInstance                                                            secretsmanager:CreateSecret                                                            secretsmanager:RotateSecret                                                            secretsmanager:TagResource,rds:ModifyDBCluster
rds,ModifyDBClusterEndpoint,Grants permission to modify the properties of an endpoint in an Amazon Aurora DB cluster,Write,cluster-endpoint*,,,rds:ModifyDBClusterEndpoint
rds,ModifyDBClusterParameterGroup,Grants permission to modify the parameters of a DB cluster parameter group,Write,cluster-pg*,,,rds:ModifyDBClusterParameterGroup
rds,ModifyDBClusterSnapshotAttribute,"Grants permission to add an attribute and values to, or removes an attribute and values from, a manual DB cluster snapshot",Write,cluster-snapshot*,,,rds:ModifyDBClusterSnapshotAttribute
rds,ModifyDBInstance,Grants permission to modify settings for a DB instance,Write,db*,,iam:PassRole                                                            kms:CreateGrant                                                            kms:Decrypt                                                            kms:DescribeKey                                                            kms:GenerateDataKey                                                            secretsmanager:CreateSecret                                                            secretsmanager:RotateSecret                                                            secretsmanager:TagResource,rds:ModifyDBInstance
rds,ModifyDBParameterGroup,Grants permission to modify the parameters of a DB parameter group,Write,pg*,,,rds:ModifyDBParameterGroup
rds,ModifyDBProxy,Grants permission to modify database proxy,Write,proxy*,,iam:PassRole,rds:ModifyDBProxy
rds,ModifyDBProxyEndpoint,Grants permission to modify database proxy endpoint,Write,proxy-endpoint*,,,rds:ModifyDBProxyEndpoint
rds,ModifyDBProxyTargetGroup,Grants permission to modify target group for a database proxy,Write,target-group*,,,rds:ModifyDBProxyTargetGroup
rds,ModifyDBSnapshot,"Grants permission to update a manual DB snapshot, which can be encrypted or not encrypted, with a new engine version",Write,snapshot*,,,rds:ModifyDBSnapshot
rds,ModifyDBSnapshotAttribute,"Grants permission to add an attribute and values to, or removes an attribute and values from, a manual DB snapshot",Write,snapshot*,,,rds:ModifyDBSnapshotAttribute
rds,ModifyDBSubnetGroup,Grants permission to modify an existing DB subnet group,Write,subgrp*,,,rds:ModifyDBSubnetGroup
rds,ModifyEventSubscription,Grants permission to modify an existing RDS event notification subscription,Write,es*,,,rds:ModifyEventSubscription
rds,ModifyGlobalCluster,Grants permission to modify a setting for an Amazon Aurora global cluster,Write,global-cluster*,,,rds:ModifyGlobalCluster
rds,ModifyOptionGroup,Grants permission to modify an existing option group,Write,og*,,iam:PassRole,rds:ModifyOptionGroup
rds,ModifyRecommendation,Grants permission to modify recommendation,Write,,,,rds:ModifyRecommendation
rds,PromoteReadReplica,Grants permission to promote a Read Replica DB instance to a standalone DB instance,Write,db*,,,rds:PromoteReadReplica
rds,PromoteReadReplicaDBCluster,Grants permission to promote a Read Replica DB cluster to a standalone DB cluster,Write,cluster*,,,rds:PromoteReadReplicaDBCluster
rds,PurchaseReservedDBInstancesOffering,Grants permission to purchase a reserved DB instance offering,Write,ri*,,,rds:PurchaseReservedDBInstancesOffering
rds,RebootDBCluster,Grants permission to reboot a previously provisioned DB cluster,Write,cluster*,,rds:RebootDBInstance,rds:RebootDBCluster
rds,RebootDBInstance,Grants permission to restart the database engine service,Write,db*,,,rds:RebootDBInstance
rds,RegisterDBProxyTargets,Grants permission to add targets to a database proxy target group,Write,target-group*,,,rds:RegisterDBProxyTargets
rds,RemoveFromGlobalCluster,Grants permission to detach an Aurora secondary cluster from an Aurora global database cluster,Write,cluster*,,,rds:RemoveFromGlobalCluster
rds,RemoveRoleFromDBCluster,Grants permission to disassociate an AWS Identity and Access Management (IAM) role from an Amazon Aurora DB cluster,Write,cluster*,,iam:PassRole,rds:RemoveRoleFromDBCluster
rds,RemoveRoleFromDBInstance,Grants permission to disassociate an AWS Identity and Access Management (IAM) role from a DB instance,Write,db*,,iam:PassRole,rds:RemoveRoleFromDBInstance
rds,RemoveSourceIdentifierFromSubscription,Grants permission to remove a source identifier from an existing RDS event notification subscription,Write,es*,,,rds:RemoveSourceIdentifierFromSubscription
rds,RemoveTagsFromResource,Grants permission to remove metadata tags from an Amazon RDS resource,Tagging,cev,,,rds:RemoveTagsFromResource
rds,ResetDBClusterParameterGroup,Grants permission to modify the parameters of a DB cluster parameter group to the default value,Write,cluster-pg*,,,rds:ResetDBClusterParameterGroup
rds,ResetDBParameterGroup,Grants permission to modify the parameters of a DB parameter group to the engine/system default value,Write,pg*,,,rds:ResetDBParameterGroup
rds,RestoreDBClusterFromS3,Grants permission to create an Amazon Aurora DB cluster from data stored in an Amazon S3 bucket,Write,cluster*,,iam:PassRole                                                            kms:CreateGrant                                                            kms:Decrypt                                                            kms:DescribeKey                                                            kms:GenerateDataKey                                                            rds:AddTagsToResource                                                            secretsmanager:CreateSecret                                                            secretsmanager:TagResource,rds:RestoreDBClusterFromS3
rds,RestoreDBClusterFromSnapshot,Grants permission to create a new DB cluster from a DB cluster snapshot,Write,cluster*,,iam:PassRole                                                            rds:AddTagsToResource                                                            rds:CreateDBInstance,rds:RestoreDBClusterFromSnapshot
rds,RestoreDBClusterToPointInTime,Grants permission to restore a DB cluster to an arbitrary point in time,Write,cluster*,,iam:PassRole                                                            rds:AddTagsToResource                                                            rds:CreateDBInstance,rds:RestoreDBClusterToPointInTime
rds,RestoreDBInstanceFromDBSnapshot,Grants permission to create a new DB instance from a DB snapshot,Write,db*,,iam:PassRole                                                            rds:AddTagsToResource,rds:RestoreDBInstanceFromDBSnapshot
rds,RestoreDBInstanceFromS3,Grants permission to create a new DB instance from an Amazon S3 bucket,Write,db*,,iam:PassRole                                                            kms:CreateGrant                                                            kms:Decrypt                                                            kms:DescribeKey                                                            kms:GenerateDataKey                                                            rds:AddTagsToResource                                                            secretsmanager:CreateSecret                                                            secretsmanager:TagResource,rds:RestoreDBInstanceFromS3
rds,RestoreDBInstanceToPointInTime,Grants permission to restore a DB instance to an arbitrary point in time,Write,db*,,iam:PassRole                                                            rds:AddTagsToResource,rds:RestoreDBInstanceToPointInTime
rds,RevokeDBSecurityGroupIngress,Grants permission to revoke ingress from a DBSecurityGroup for previously authorized IP ranges or EC2 or VPC Security Groups,Write,secgrp*,,,rds:RevokeDBSecurityGroupIngress
rds,StartActivityStream,Grants permission to start Activity Stream,Write,cluster,,,rds:StartActivityStream
rds,StartDBCluster,Grants permission to start the DB cluster,Write,cluster*,,,rds:StartDBCluster
rds,StartDBInstance,Grants permission to start the DB instance,Write,db*,,,rds:StartDBInstance
rds,StartDBInstanceAutomatedBackupsReplication,Grants permission to start replication of automated backups to a different AWS Region,Write,db*,,,rds:StartDBInstanceAutomatedBackupsReplication
rds,StartExportTask,Grants permission to start a new Export task for a DB snapshot,Write,,,iam:PassRole,rds:StartExportTask
rds,StopActivityStream,Grants permission to stop Activity Stream,Write,cluster,,,rds:StopActivityStream
rds,StopDBCluster,Grants permission to stop the DB cluster,Write,cluster*,,,rds:StopDBCluster
rds,StopDBInstance,Grants permission to stop the DB instance,Write,db*,,,rds:StopDBInstance
rds,StopDBInstanceAutomatedBackupsReplication,Grants permission to stop automated backup replication for a DB instance,Write,db*,,,rds:StopDBInstanceAutomatedBackupsReplication
rds,SwitchoverBlueGreenDeployment,Grants permission to switch a blue-green deployment from source instance or cluster to target,Write,deployment*,,rds:ModifyDBCluster                                                            rds:ModifyDBInstance                                                            rds:PromoteReadReplica                                                            rds:PromoteReadReplicaDBCluster,rds:SwitchoverBlueGreenDeployment
rds,SwitchoverReadReplica,"Grants permission to switch over a read replica, making it the new primary database",Write,db*,,,rds:SwitchoverReadReplica
rds-data,BatchExecuteStatement,Grants permission to run a batch SQL statement over an array of data,Write,cluster*,,,rds-data:BatchExecuteStatement
rds-data,BeginTransaction,Grants permission to start a SQL transaction,Write,cluster*,,,rds-data:BeginTransaction
rds-data,CommitTransaction,Grants permission to end a SQL transaction started with the BeginTransaction operation and commits the changes,Write,cluster*,,rds-data:BeginTransaction,rds-data:CommitTransaction
rds-data,ExecuteSql,Grants permission to run one or more SQL statements. This operation is deprecated. Use the BatchExecuteStatement or ExecuteStatement operation,Write,cluster*,,,rds-data:ExecuteSql
rds-data,ExecuteStatement,Grants permission to run a SQL statement against a database,Write,cluster*,,,rds-data:ExecuteStatement
rds-data,RollbackTransaction,Grants permission to perform a rollback of a transaction. Rolling back a transaction cancels its changes,Write,cluster*,,rds-data:BeginTransaction,rds-data:RollbackTransaction
rds-db,connect,Allows IAM role or user to connect to RDS database,Permissions management,db-user*,,,rds-db:connect
rbin,CreateRule,Grants permission to create a Recycle Bin retention rule,Write,rule*,,,rbin:CreateRule
rbin,DeleteRule,Grants permission to delete a Recycle Bin retention rule,Write,rule*,,,rbin:DeleteRule
rbin,GetRule,Grants permission to get detailed information about a Recycle Bin retention rule,Read,rule*,,,rbin:GetRule
rbin,ListRules,Grants permission to list the Recycle Bin retention rules in the Region,Read,,rbin:Request/ResourceType,,rbin:ListRules
rbin,ListTagsForResource,Grants permission to list the tags associated with a resource,Read,rule*,,,rbin:ListTagsForResource
rbin,LockRule,Grants permission to lock an existing Recycle Bin retention rule,Write,rule*,,,rbin:LockRule
rbin,TagResource,Grants permission to add or update tags of a resource,Tagging,rule*,,,rbin:TagResource
rbin,UnlockRule,Grants permission to unlock an existing Recycle Bin retention rule,Write,rule*,,,rbin:UnlockRule
rbin,UntagResource,Grants permission to remove tags associated with a resource,Tagging,rule*,,,rbin:UntagResource
rbin,UpdateRule,Grants permission to update an existing Recycle Bin retention rule,Write,rule*,,,rbin:UpdateRule
redshift,AcceptReservedNodeExchange,Grants permission to exchange a DC1 reserved node for a DC2 reserved node with no changes to the configuration,Write,,,,redshift:AcceptReservedNodeExchange
redshift,AddPartner,Grants permission to add a partner integration to a cluster,Write,,,,redshift:AddPartner
redshift,AssociateDataShareConsumer,Grants permission to associate a consumer to a datashare,Write,datashare*,,,redshift:AssociateDataShareConsumer
redshift,AuthorizeClusterSecurityGroupIngress,Grants permission to add an inbound (ingress) rule to an Amazon Redshift security group,Write,securitygroup*,,,redshift:AuthorizeClusterSecurityGroupIngress
redshift,AuthorizeDataShare,Grants permission to authorize the specified datashare consumer to consume a datashare,Permissions management,datashare*,,,redshift:AuthorizeDataShare
redshift,AuthorizeEndpointAccess,Grants permission to authorize endpoint related activities for redshift-managed vpc endpoint,Permissions management,,,,redshift:AuthorizeEndpointAccess
redshift,AuthorizeSnapshotAccess,Grants permission to the specified AWS account to restore a snapshot,Permissions management,snapshot*,,,redshift:AuthorizeSnapshotAccess
redshift,BatchDeleteClusterSnapshots,Grants permission to delete snapshots in a batch of size upto 100,Write,snapshot*,,,redshift:BatchDeleteClusterSnapshots
redshift,BatchModifyClusterSnapshots,Grants permission to modify settings for a list of snapshots,Write,snapshot*,,,redshift:BatchModifyClusterSnapshots
redshift,CancelQuery,Grants permission to cancel a query through the Amazon Redshift console,Write,,,,redshift:CancelQuery
redshift,CancelQuerySession,Grants permission to see queries in the Amazon Redshift console,Write,,,,redshift:CancelQuerySession
redshift,CancelResize,Grants permission to cancel a resize operation,Write,cluster*,,,redshift:CancelResize
redshift,CopyClusterSnapshot,Grants permission to copy a cluster snapshot,Write,snapshot*,,,redshift:CopyClusterSnapshot
redshift,CreateAuthenticationProfile,Grants permission to create an Amazon Redshift authentication profile,Write,,,,redshift:CreateAuthenticationProfile
redshift,CreateCluster,Grants permission to create a cluster,Write,cluster*,,,redshift:CreateCluster
redshift,CreateClusterParameterGroup,Grants permission to create an Amazon Redshift parameter group,Write,parametergroup*,,,redshift:CreateClusterParameterGroup
redshift,CreateClusterSecurityGroup,Grants permission to create an Amazon Redshift security group,Write,securitygroup*,,,redshift:CreateClusterSecurityGroup
redshift,CreateClusterSnapshot,Grants permission to create a manual snapshot of the specified cluster,Write,snapshot*,,,redshift:CreateClusterSnapshot
redshift,CreateClusterSubnetGroup,Grants permission to create an Amazon Redshift subnet group,Write,subnetgroup*,,,redshift:CreateClusterSubnetGroup
redshift,CreateClusterUser,Grants permission to automatically create the specified Amazon Redshift user if it does not exist,Permissions management,dbuser*,,,redshift:CreateClusterUser
redshift,CreateEndpointAccess,Grants permission to create a redshift-managed vpc endpoint,Write,,,,redshift:CreateEndpointAccess
redshift,CreateEventSubscription,Grants permission to create an Amazon Redshift event notification subscription,Write,eventsubscription*,,,redshift:CreateEventSubscription
redshift,CreateHsmClientCertificate,Grants permission to create an HSM client certificate that a cluster uses to connect to an HSM,Write,hsmclientcertificate*,,,redshift:CreateHsmClientCertificate
redshift,CreateHsmConfiguration,Grants permission to create an HSM configuration that contains information required by a cluster to store and use database encryption keys in a hardware security module (HSM),Write,hsmconfiguration*,,,redshift:CreateHsmConfiguration
redshift,CreateSavedQuery,Grants permission to create saved SQL queries through the Amazon Redshift console,Write,,,,redshift:CreateSavedQuery
redshift,CreateScheduledAction,Grants permission to create an Amazon Redshift scheduled action,Write,,,,redshift:CreateScheduledAction
redshift,CreateSnapshotCopyGrant,Grants permission to create a snapshot copy grant and encrypt copied snapshots in a destination AWS Region,Permissions management,snapshotcopygrant*,,,redshift:CreateSnapshotCopyGrant
redshift,CreateSnapshotSchedule,Grants permission to create a snapshot schedule,Write,snapshotschedule*,,,redshift:CreateSnapshotSchedule
redshift,CreateTags,Grants permission to add one or more tags to a specified resource,Tagging,cluster,,,redshift:CreateTags
redshift,CreateUsageLimit,Grants permission to create a usage limit,Write,usagelimit*,,,redshift:CreateUsageLimit
redshift,DeauthorizeDataShare,Grants permission to remove permission from the specified datashare consumer to consume a datashare,Permissions management,datashare*,,,redshift:DeauthorizeDataShare
redshift,DeleteAuthenticationProfile,Grants permission to delete an Amazon Redshift authentication profile,Write,,,,redshift:DeleteAuthenticationProfile
redshift,DeleteCluster,Grants permission to delete a previously provisioned cluster,Write,cluster*,,,redshift:DeleteCluster
redshift,DeleteClusterParameterGroup,Grants permission to delete an Amazon Redshift parameter group,Write,parametergroup*,,,redshift:DeleteClusterParameterGroup
redshift,DeleteClusterSecurityGroup,Grants permission to delete an Amazon Redshift security group,Write,securitygroup*,,,redshift:DeleteClusterSecurityGroup
redshift,DeleteClusterSnapshot,Grants permission to delete a manual snapshot,Write,snapshot*,,,redshift:DeleteClusterSnapshot
redshift,DeleteClusterSubnetGroup,Grants permission to delete a cluster subnet group,Write,subnetgroup*,,,redshift:DeleteClusterSubnetGroup
redshift,DeleteEndpointAccess,Grants permission to delete a redshift-managed vpc endpoint,Write,,,,redshift:DeleteEndpointAccess
redshift,DeleteEventSubscription,Grants permission to delete an Amazon Redshift event notification subscription,Write,eventsubscription*,,,redshift:DeleteEventSubscription
redshift,DeleteHsmClientCertificate,Grants permission to delete an HSM client certificate,Write,hsmclientcertificate*,,,redshift:DeleteHsmClientCertificate
redshift,DeleteHsmConfiguration,Grants permission to delete an Amazon Redshift HSM configuration,Write,hsmconfiguration*,,,redshift:DeleteHsmConfiguration
redshift,DeletePartner,Grants permission to delete a partner integration from a cluster,Write,,,,redshift:DeletePartner
redshift,DeleteSavedQueries,Grants permission to delete saved SQL queries through the Amazon Redshift console,Write,,,,redshift:DeleteSavedQueries
redshift,DeleteScheduledAction,Grants permission to delete an Amazon Redshift scheduled action,Write,,,,redshift:DeleteScheduledAction
redshift,DeleteSnapshotCopyGrant,Grants permission to delete a snapshot copy grant,Write,snapshotcopygrant*,,,redshift:DeleteSnapshotCopyGrant
redshift,DeleteSnapshotSchedule,Grants permission to delete a snapshot schedule,Write,snapshotschedule*,,,redshift:DeleteSnapshotSchedule
redshift,DeleteTags,Grants permission to delete a tag or tags from a resource,Tagging,cluster,,,redshift:DeleteTags
redshift,DeleteUsageLimit,Grants permission to delete a usage limit,Write,usagelimit*,,,redshift:DeleteUsageLimit
redshift,DescribeAccountAttributes,Grants permission to describe attributes attached to the specified AWS account,Read,,,,redshift:DescribeAccountAttributes
redshift,DescribeAuthenticationProfiles,Grants permission to describe created Amazon Redshift authentication profiles,Read,,,,redshift:DescribeAuthenticationProfiles
redshift,DescribeClusterDbRevisions,Grants permission to describe database revisions for a cluster,List,,,,redshift:DescribeClusterDbRevisions
redshift,DescribeClusterParameterGroups,"Grants permission to describe Amazon Redshift parameter groups, including parameter groups you created and the default parameter group",Read,,,,redshift:DescribeClusterParameterGroups
redshift,DescribeClusterParameters,Grants permission to describe parameters contained within an Amazon Redshift parameter group,Read,parametergroup*,,,redshift:DescribeClusterParameters
redshift,DescribeClusterSecurityGroups,Grants permission to describe Amazon Redshift security groups,Read,,,,redshift:DescribeClusterSecurityGroups
redshift,DescribeClusterSnapshots,"Grants permission to describe one or more snapshot objects, which contain metadata about your cluster snapshots",Read,,,,redshift:DescribeClusterSnapshots
redshift,DescribeClusterSubnetGroups,"Grants permission to describe one or more cluster subnet group objects, which contain metadata about your cluster subnet groups",Read,,,,redshift:DescribeClusterSubnetGroups
redshift,DescribeClusterTracks,Grants permission to describe available maintenance tracks,List,,,,redshift:DescribeClusterTracks
redshift,DescribeClusterVersions,Grants permission to describe available Amazon Redshift cluster versions,Read,,,,redshift:DescribeClusterVersions
redshift,DescribeClusters,Grants permission to describe properties of provisioned clusters,List,,,,redshift:DescribeClusters
redshift,DescribeDataShares,Grants permission to describe datashares created and consumed by your clusters,Read,,,,redshift:DescribeDataShares
redshift,DescribeDataSharesForConsumer,Grants permission to describe only datashares consumed by your clusters,Read,,,,redshift:DescribeDataSharesForConsumer
redshift,DescribeDataSharesForProducer,Grants permission to describe only datashares created by your clusters,Read,,,,redshift:DescribeDataSharesForProducer
redshift,DescribeDefaultClusterParameters,Grants permission to describe parameter settings for a parameter group family,Read,,,,redshift:DescribeDefaultClusterParameters
redshift,DescribeEndpointAccess,Grants permission to describe redshift-managed vpc endpoints,Read,,,,redshift:DescribeEndpointAccess
redshift,DescribeEndpointAuthorization,Grants permission to authorize describe activity for redshift-managed vpc endpoint,Permissions management,,,,redshift:DescribeEndpointAuthorization
redshift,DescribeEventCategories,"Grants permission to describe event categories for all event source types, or for a specified source type",Read,,,,redshift:DescribeEventCategories
redshift,DescribeEventSubscriptions,Grants permission to describe Amazon Redshift event notification subscriptions for the specified AWS account,Read,,,,redshift:DescribeEventSubscriptions
redshift,DescribeEvents,"Grants permission to describe events related to clusters, security groups, snapshots, and parameter groups for the past 14 days",List,,,,redshift:DescribeEvents
redshift,DescribeHsmClientCertificates,Grants permission to describe HSM client certificates,Read,,,,redshift:DescribeHsmClientCertificates
redshift,DescribeHsmConfigurations,Grants permission to describe Amazon Redshift HSM configurations,Read,,,,redshift:DescribeHsmConfigurations
redshift,DescribeLoggingStatus,"Grants permission to describe whether information, such as queries and connection attempts, is being logged for a cluster",Read,cluster*,,,redshift:DescribeLoggingStatus
redshift,DescribeNodeConfigurationOptions,"Grants permission to describe properties of possible node configurations such as node type, number of nodes, and disk usage for the specified action type",List,,,,redshift:DescribeNodeConfigurationOptions
redshift,DescribeOrderableClusterOptions,Grants permission to describe orderable cluster options,Read,,,,redshift:DescribeOrderableClusterOptions
redshift,DescribePartners,Grants permission to retrieve information about the partner integrations defined for a cluster,Read,,,,redshift:DescribePartners
redshift,DescribeQuery,Grants permission to describe a query through the Amazon Redshift console,Read,,,,redshift:DescribeQuery
redshift,DescribeReservedNodeExchangeStatus,Grants permission to describe exchange status details and associated metadata for a reserved-node exchange. Statuses include such values as in progress and requested,Read,,,,redshift:DescribeReservedNodeExchangeStatus
redshift,DescribeReservedNodeOfferings,Grants permission to describe available reserved node offerings by Amazon Redshift,Read,,,,redshift:DescribeReservedNodeOfferings
redshift,DescribeReservedNodes,Grants permission to describe the reserved nodes,Read,,,,redshift:DescribeReservedNodes
redshift,DescribeResize,Grants permission to describe the last resize operation for a cluster,Read,cluster*,,,redshift:DescribeResize
redshift,DescribeSavedQueries,Grants permission to describe saved queries through the Amazon Redshift console,Read,,,,redshift:DescribeSavedQueries
redshift,DescribeScheduledActions,Grants permission to describe created Amazon Redshift scheduled actions,Read,,,,redshift:DescribeScheduledActions
redshift,DescribeSnapshotCopyGrants,Grants permission to describe snapshot copy grants owned by the specified AWS account in the destination AWS Region,Read,,,,redshift:DescribeSnapshotCopyGrants
redshift,DescribeSnapshotSchedules,Grants permission to describe snapshot schedules,Read,snapshotschedule*,,,redshift:DescribeSnapshotSchedules
redshift,DescribeStorage,Grants permission to describe account level backups storage size and provisional storage,Read,,,,redshift:DescribeStorage
redshift,DescribeTable,Grants permission to describe a table through the Amazon Redshift console,Read,,,,redshift:DescribeTable
redshift,DescribeTableRestoreStatus,Grants permission to describe status of one or more table restore requests made using the RestoreTableFromClusterSnapshot API action,Read,,,,redshift:DescribeTableRestoreStatus
redshift,DescribeTags,Grants permission to describe tags,Read,cluster,,,redshift:DescribeTags
redshift,DescribeUsageLimits,Grants permission to describe usage limits,Read,usagelimit*,,,redshift:DescribeUsageLimits
redshift,DisableLogging,"Grants permission to disable logging information, such as queries and connection attempts, for a cluster",Write,cluster*,,,redshift:DisableLogging
redshift,DisableSnapshotCopy,Grants permission to disable the automatic copy of snapshots for a cluster,Write,cluster*,,,redshift:DisableSnapshotCopy
redshift,DisassociateDataShareConsumer,Grants permission to disassociate a consumer from a datashare,Write,datashare*,,,redshift:DisassociateDataShareConsumer
redshift,EnableLogging,"Grants permission to enable logging information, such as queries and connection attempts, for a cluster",Write,cluster*,,,redshift:EnableLogging
redshift,EnableSnapshotCopy,Grants permission to enable the automatic copy of snapshots for a cluster,Write,cluster*,,,redshift:EnableSnapshotCopy
redshift,ExecuteQuery,Grants permission to execute a query through the Amazon Redshift console,Write,,,,redshift:ExecuteQuery
redshift,FetchResults,Grants permission to fetch query results through the Amazon Redshift console,Read,,,,redshift:FetchResults
redshift,GetClusterCredentials,Grants permission to get temporary credentials to access an Amazon Redshift database by the specified AWS account,Write,dbuser*,,,redshift:GetClusterCredentials
redshift,GetClusterCredentialsWithIAM,Grants permission to get enhanced temporary credentials to access an Amazon Redshift database by the specified AWS account,Write,dbname,,,redshift:GetClusterCredentialsWithIAM
redshift,GetReservedNodeExchangeConfigurationOptions,Grants permission to get the configuration options for the reserved-node exchange,Read,,,,redshift:GetReservedNodeExchangeConfigurationOptions
redshift,GetReservedNodeExchangeOfferings,"Grants permission to get an array of DC2 ReservedNodeOfferings that matches the payment type, term, and usage price of the given DC1 reserved node",Read,,,,redshift:GetReservedNodeExchangeOfferings
redshift,JoinGroup,Grants permission to join the specified Amazon Redshift group,Permissions management,dbgroup*,,,redshift:JoinGroup
redshift,ListDatabases,Grants permission to list databases through the Amazon Redshift console,List,,,,redshift:ListDatabases
